Total Travel Time,Price,Total Walking Distance,Total Waiting Time,finalsolutionusedlabels,sourcename,targetname,distance,stresslevel,multimodality,safety_boost,caloriesBurnt_avg,mood_upgrade,earnings_gross,delay_probability,luggage_transportation,meal_option,possible_expences
6.71,53.88,356,0.0,"[db_fv, blablacar]",Erfurt,Hamburg,595.117,low,1,2,578,not_achieved,163.99,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
8.64,30.23,498,0.0,"[flixbus, blablacar]",Erfurt,Hamburg,595.117,low,1,2,745,not_achieved,211.16,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
4.67,148.09,0,0.35,[db_fv],Erfurt,Hamburg,595.117,low,0,11,395,not_achieved,122.69,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.72,154.55,0,0.23,[db_fv],Erfurt,Hamburg,595.117,low,0,11,399,not_achieved,120.98,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.72,152.51,0,0.23,[db_fv],Erfurt,Hamburg,595.117,low,0,11,399,not_achieved,120.98,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
8.18,70.06,523,0.23,"[db_fv, flixbus]",Erfurt,Hamburg,595.117,low,1,12,707,not_achieved,205.54,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
9.78,103.13,480,0.24,"[db_fv, flixbus]",Erfurt,Hamburg,595.117,low,1,12,841,not_achieved,244.89,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
10.36,120.04,353,0.39,"[flixbus, db_fv]",Erfurt,Hamburg,595.117,low,1,12,886,not_achieved,262.73,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
10.34,24.68,69,5.83,"[blablacar, db_fv]",Erfurt,Hamburg,595.117,low,1,2,876,not_achieved,395.19,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
4.25,166.97,0,0.78,[db_fv],Erfurt,Hamburg,595.117,low,0,11,359,not_achieved,122.93,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
7.81,24.68,69,3.24,"[blablacar, db_fv]",Erfurt,Hamburg,595.117,low,1,2,662,not_achieved,270.06,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
13.18,156.8,298,1.82,"[db_fv, blablacar]",Erfurt,Hamburg,595.117,low,1,2,1123,not_achieved,366.6,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
6.71,53.88,356,0.78,"[db_fv, blablacar]",Erfurt,Hamburg,595.117,low,1,2,578,not_achieved,183.06,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
8.64,30.23,498,0.79,"[flixbus, blablacar]",Erfurt,Hamburg,595.117,low,1,2,745,not_achieved,230.47,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
5.2,166.97,0,1.73,[db_fv],Erfurt,Hamburg,595.117,low,0,11,439,not_achieved,169.37,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
8.54,102.49,101,0.54,"[db_fv, blablacar]",Erfurt,Hamburg,595.117,low,1,2,725,not_achieved,221.92,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
5.63,133.31,0,0.0,[db_fv],Ulm,Wuppertal,539.827,low,0,11,476,achieved,137.6,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
6.62,128.79,0,0.0,[db_fv],Ulm,Wuppertal,539.827,low,0,11,559,achieved,161.79,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.62,117.28,0,0.0,[db_fv],Ulm,Wuppertal,539.827,low,0,11,475,achieved,137.35,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.63,112.45,0,0.0,[db_fv],Ulm,Wuppertal,539.827,low,0,11,476,achieved,137.6,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.62,119.11,0,0.0,[db_fv],Ulm,Wuppertal,539.827,low,0,11,475,achieved,137.35,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.83,134.89,0,2.08,[db_fv],Ulm,Wuppertal,539.827,low,0,11,493,achieved,193.32,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.62,119.11,0,0.78,[db_fv],Ulm,Wuppertal,539.827,low,0,11,475,achieved,156.42,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.62,119.23,0,0.67,[db_fv],Ulm,Wuppertal,539.827,low,0,11,475,achieved,153.73,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
6.62,128.79,0,2.67,[db_fv],Ulm,Wuppertal,539.827,low,0,11,559,achieved,227.05,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.62,117.28,0,0.53,[db_fv],Ulm,Wuppertal,539.827,low,0,11,475,achieved,150.31,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
7.83,121.07,0,3.27,[db_fv],Ulm,Wuppertal,539.827,low,0,11,662,achieved,271.28,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
3.0,28.6,0,0.0,[db_fv],Bochum,Solingen,73.109,low,0,11,254,achieved,73.32,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
2.43,21.16,0,0.0,[db_fv],Bochum,Solingen,73.109,low,0,11,205,achieved,59.39,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
1.98,28.6,0,0.0,[db_fv],Bochum,Solingen,73.109,low,0,11,167,achieved,48.39,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.99,17.1,156,2.65,"[flixbus, db_fv]",Bochum,Solingen,73.109,low,1,12,426,achieved,186.72,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
4.99,18.68,280,2.49,"[flixbus, db_fv]",Bochum,Solingen,73.109,low,1,12,430,achieved,182.81,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
3.0,28.6,0,1.52,[db_fv],Bochum,Solingen,73.109,low,0,11,254,achieved,110.47,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
2.43,21.16,0,0.97,[db_fv],Bochum,Solingen,73.109,low,0,11,205,achieved,83.1,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
1.98,28.6,0,0.55,[db_fv],Bochum,Solingen,73.109,low,0,11,167,achieved,61.83,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
3.85,103.8,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,325,achieved,94.09,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
6.64,31.78,0,0.0,[flixbus],Würzburg,Essen,446.687,low,0,13,561,achieved,162.28,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",4
3.94,101.6,0,0.0,"[db_fv, flixbus]",Würzburg,Essen,446.687,low,1,12,333,achieved,96.29,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
4.44,101.4,0,0.0,"[db_fv, flixbus]",Würzburg,Essen,446.687,low,1,12,375,achieved,108.51,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
4.55,94.42,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,384,achieved,111.2,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.18,88.22,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,438,achieved,126.6,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
3.67,108.68,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,310,achieved,89.69,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
3.32,110.66,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,281,achieved,81.14,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
3.67,106.01,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,310,achieved,89.69,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.67,101.4,0,0.0,"[db_fv, flixbus]",Würzburg,Essen,446.687,low,1,12,395,achieved,114.13,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
5.44,90.48,0,0.0,"[db_fv, flixbus]",Würzburg,Essen,446.687,low,1,12,460,achieved,132.95,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
5.55,88.22,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,469,achieved,135.64,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.71,25.69,223,0.0,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,489,achieved,139.55,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
9.17,88.22,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,775,achieved,224.11,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
7.32,97.52,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,619,achieved,178.9,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.65,103.59,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,393,achieved,113.65,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
8.97,25.69,177,0.0,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,763,achieved,219.23,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.18,97.52,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,438,achieved,126.6,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.55,103.74,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,384,achieved,111.2,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.57,98.32,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,471,achieved,136.13,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
6.64,31.78,279,0.0,[flixbus],Würzburg,Essen,446.687,low,0,13,569,achieved,162.28,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",4
8.68,24.27,223,0.0,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,740,achieved,212.14,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.03,108.68,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,425,achieved,122.93,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.78,108.68,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,404,achieved,116.82,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
20.55,88.22,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,1736,achieved,502.24,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
19.63,101.01,0,0.0,[db_fv],Würzburg,Essen,446.687,low,0,11,1659,achieved,479.76,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
3.85,103.8,0,0.5,[db_fv],Würzburg,Essen,446.687,low,0,11,325,achieved,106.31,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.18,88.22,0,0.55,[db_fv],Würzburg,Essen,446.687,low,0,11,438,achieved,140.04,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.57,36.18,177,0.77,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,476,achieved,154.95,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.57,32.59,216,0.75,"[blablacar, flixbus, db_fv]",Würzburg,Essen,446.687,low,1,3,477,achieved,154.46,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",4
3.67,108.68,0,0.55,[db_fv],Würzburg,Essen,446.687,low,0,11,310,achieved,103.14,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.55,88.22,0,1.03,[db_fv],Würzburg,Essen,446.687,low,0,11,469,achieved,160.82,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.71,25.69,223,1.0,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,489,achieved,163.99,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.78,39.59,223,0.62,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,495,achieved,156.42,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.71,39.59,223,0.49,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,489,achieved,151.53,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.96,36.18,177,1.14,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,509,achieved,173.52,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
6.64,65.92,177,0.2,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,566,achieved,167.17,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
3.32,110.66,0,0.25,[db_fv],Würzburg,Essen,446.687,low,0,11,281,achieved,87.25,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
3.67,106.01,0,0.43,[db_fv],Würzburg,Essen,446.687,low,0,11,310,achieved,100.2,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
9.17,88.22,0,4.65,[db_fv],Würzburg,Essen,446.687,low,0,11,775,achieved,337.76,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
8.97,25.69,177,4.59,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,763,achieved,331.41,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
7.32,100.32,0,3.87,[db_fv],Würzburg,Essen,446.687,low,0,11,619,achieved,273.48,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
7.32,97.52,0,4.02,[db_fv],Würzburg,Essen,446.687,low,0,11,619,achieved,277.15,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.18,97.52,0,1.88,[db_fv],Würzburg,Essen,446.687,low,0,11,438,achieved,172.55,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.65,103.59,0,1.5,[db_fv],Würzburg,Essen,446.687,low,0,11,393,achieved,150.31,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.55,103.74,0,1.23,[db_fv],Würzburg,Essen,446.687,low,0,11,384,achieved,141.26,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.57,98.32,0,0.25,[db_fv],Würzburg,Essen,446.687,low,0,11,471,achieved,142.24,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
8.68,24.27,223,3.97,"[blablacar, db_fv]",Würzburg,Essen,446.687,low,1,2,740,achieved,309.17,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.03,108.68,0,1.93,[db_fv],Würzburg,Essen,446.687,low,0,11,425,achieved,170.1,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.78,108.68,0,1.65,[db_fv],Würzburg,Essen,446.687,low,0,11,404,achieved,157.15,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
20.55,88.22,0,16.03,[db_fv],Würzburg,Essen,446.687,low,0,11,1736,achieved,894.02,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
19.63,101.01,0,14.18,[db_fv],Würzburg,Essen,446.687,low,0,11,1659,achieved,826.32,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.18,42.23,0,0.0,"[flixbus, db_fv]",Heidelberg,Ulm,238.827,high,1,12,353,not_achieved,102.16,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
4.18,42.23,632,0.0,"[flixbus, db_fv]",Heidelberg,Ulm,238.827,high,1,12,372,not_achieved,102.16,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.51,49.74,632,0.74,"[flixbus, db_fv]",Heidelberg,Ulm,238.827,high,1,12,315,not_achieved,103.87,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
4.18,42.23,632,1.89,"[flixbus, db_fv]",Heidelberg,Ulm,238.827,high,1,12,372,not_achieved,148.35,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.76,4.67,346,0.0,[flixbus],Bochum,Duisburg,34.961,low,0,13,243,achieved,67.45,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",4
6.75,8.42,105,0.0,"[db_fv, flixbus]",Bochum,Duisburg,34.961,low,1,12,573,achieved,164.97,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.76,4.67,346,1.31,[flixbus],Bochum,Duisburg,34.961,low,0,13,243,achieved,99.47,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",4
6.75,8.42,105,6.05,"[db_fv, flixbus]",Bochum,Duisburg,34.961,low,1,12,573,achieved,312.83,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
1.56,16.51,257,0.31,"[flixbus, db_fv]",Essen,Wuppertal,69.709,low,1,12,139,not_achieved,45.7,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
2.22,18.78,0,1.27,[db_fv],Essen,Wuppertal,69.709,low,0,11,188,not_achieved,85.3,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
7.35,260.88,0,0.07,[db_fv],Essen,Wuppertal,69.709,low,0,11,621,not_achieved,181.34,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
2.06,17.95,257,0.74,"[flixbus, db_fv]",Essen,Wuppertal,69.709,low,1,12,182,not_achieved,68.43,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.67,39.72,0,0.2,[db_fv],Würzburg,Darmstadt,242.58,high,0,11,141,achieved,45.7,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
5.58,37.27,175,0.57,[flixbus],Würzburg,Darmstadt,242.58,high,0,13,477,achieved,150.31,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
5.58,37.28,271,0.55,[flixbus],Würzburg,Darmstadt,242.58,high,0,13,480,achieved,149.82,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
4.83,121.28,0,0.7,[db_fv],Aachen,Solingen,97.496,low,0,11,408,achieved,135.15,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
2.84,87.15,0,0.0,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,240,achieved,69.41,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
6.67,23.61,0,0.0,"[flixbus, blablacar, flixbus]",Mannheim,Essen,320.759,low,1,3,564,achieved,163.01,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",4
4.21,56.43,0,0.0,"[db_fv, blablacar]",Mannheim,Essen,320.759,low,1,2,356,achieved,102.89,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
2.76,87.15,0,0.0,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,233,achieved,67.45,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.76,84.5,0,0.0,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,233,achieved,67.45,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.84,87.15,455,0.0,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,253,achieved,69.41,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.98,91.21,0,0.0,[db_fv],Mannheim,Essen,320.759,low,0,11,252,achieved,72.83,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.21,56.43,191,0.0,"[db_fv, blablacar]",Mannheim,Essen,320.759,low,1,2,361,achieved,102.89,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.92,64.45,181,0.0,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,506,achieved,144.68,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
7.58,66.63,129,0.0,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,644,achieved,185.26,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
6.98,63.2,181,0.0,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,595,achieved,170.59,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
8.8,48.31,184,0.0,"[blablacar, flixbus, db_fv]",Mannheim,Essen,320.759,low,1,3,749,achieved,215.07,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",4
