,routes,origin,destination,origin_gis,destination_gis,path,origin_info,destination_info
401,Erlangen-Wuppertal,Erlangen,Wuppertal,"[11.003274000000001, 49.595079999999996]","[7.195874000000001, 51.271288]","[[11.003274000000001, 49.595079999999996], [7.195874000000001, 51.271288]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
402,Erlangen-Hagen,Erlangen,Hagen,"[11.003274000000001, 49.595079999999996]","[7.4674059999999995, 51.360171]","[[11.003274000000001, 49.595079999999996], [7.4674059999999995, 51.360171]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://hagenentdecken.de/
403,Erlangen-Dortmund,Erlangen,Dortmund,"[11.003274000000001, 49.595079999999996]","[7.4641649999999995, 51.514171000000005]","[[11.003274000000001, 49.595079999999996], [7.4641649999999995, 51.514171000000005]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://visit.dortmund.de/en/
404,Erlangen-Düsseldorf,Erlangen,Düsseldorf,"[11.003274000000001, 49.595079999999996]","[6.780067999999999, 51.22422]","[[11.003274000000001, 49.595079999999996], [6.780067999999999, 51.22422]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.duesseldorf-tourismus.de/en
405,Erlangen-Essen,Erlangen,Essen,"[11.003274000000001, 49.595079999999996]","[7.012583, 51.455843]","[[11.003274000000001, 49.595079999999996], [7.012583, 51.455843]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.visitessen.de/startseite_14/Startseite.en.html
406,Erlangen-Osnabrück,Erlangen,Osnabrück,"[11.003274000000001, 49.595079999999996]","[8.04205, 52.276920000000004]","[[11.003274000000001, 49.595079999999996], [8.04205, 52.276920000000004]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.osnabrueck.de//english
407,Erlangen-Leipzig,Erlangen,Leipzig,"[11.003274000000001, 49.595079999999996]","[12.377931, 51.338288]","[[11.003274000000001, 49.595079999999996], [12.377931, 51.338288]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://english.leipzig.de/
408,Erlangen-Würzburg,Erlangen,Würzburg,"[11.003274000000001, 49.595079999999996]","[9.93725, 49.793929999999996]","[[11.003274000000001, 49.595079999999996], [9.93725, 49.793929999999996]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.wuerzburg.de/en/index.html
409,Erlangen-Mannheim,Erlangen,Mannheim,"[11.003274000000001, 49.595079999999996]","[8.466275, 49.48778]","[[11.003274000000001, 49.595079999999996], [8.466275, 49.48778]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.visit-mannheim.de/en
410,Erlangen-Ulm,Erlangen,Ulm,"[11.003274000000001, 49.595079999999996]","[9.990402, 48.398454]","[[11.003274000000001, 49.595079999999996], [9.990402, 48.398454]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://tourismus.ulm.de/en/
411,Erlangen-Bamberg,Erlangen,Bamberg,"[11.003274000000001, 49.595079999999996]","[10.886786, 49.893387]","[[11.003274000000001, 49.595079999999996], [10.886786, 49.893387]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://en.bamberg.info/?setLanguage=en
412,Erlangen-Darmstadt,Erlangen,Darmstadt,"[11.003274000000001, 49.595079999999996]","[8.653838, 49.872238]","[[11.003274000000001, 49.595079999999996], [8.653838, 49.872238]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.darmstadt-tourismus.de/en/visit.html
413,Erlangen-Köln,Erlangen,Köln,"[11.003274000000001, 49.595079999999996]","[6.957068, 50.938107]","[[11.003274000000001, 49.595079999999996], [6.957068, 50.938107]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.cologne-tourism.com/
414,Erlangen-Stuttgart,Erlangen,Stuttgart,"[11.003274000000001, 49.595079999999996]","[9.177734, 48.775816999999996]","[[11.003274000000001, 49.595079999999996], [9.177734, 48.775816999999996]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.stuttgart-tourist.de/en
415,Erlangen-Heidelberg,Erlangen,Heidelberg,"[11.003274000000001, 49.595079999999996]","[8.702067, 49.408826]","[[11.003274000000001, 49.595079999999996], [8.702067, 49.408826]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,"https://www.heidelberg.de/hd,Len/300652.html"
416,Erlangen-Erfurt,Erlangen,Erfurt,"[11.003274000000001, 49.595079999999996]","[11.027236, 50.977121999999994]","[[11.003274000000001, 49.595079999999996], [11.027236, 50.977121999999994]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.erfurt-tourismus.de/en/
417,Erlangen-Berlin,Erlangen,Berlin,"[11.003274000000001, 49.595079999999996]","[13.405538, 52.517669999999995]","[[11.003274000000001, 49.595079999999996], [13.405538, 52.517669999999995]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.visitberlin.de/en
418,Erlangen-Aachen,Erlangen,Aachen,"[11.003274000000001, 49.595079999999996]","[6.0838, 50.773516]","[[11.003274000000001, 49.595079999999996], [6.0838, 50.773516]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.aachen-tourismus.de/en/
419,Erlangen-Hamburg,Erlangen,Hamburg,"[11.003274000000001, 49.595079999999996]","[9.99697, 53.550678000000005]","[[11.003274000000001, 49.595079999999996], [9.99697, 53.550678000000005]]",https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/,https://www.hamburg.com/useful-information/11900874/tourist-information/
420,Osnabrück-Gelsenkirchen,Osnabrück,Gelsenkirchen,"[8.04205, 52.276920000000004]","[7.096064, 51.510892]","[[8.04205, 52.276920000000004], [7.096064, 51.510892]]",https://www.osnabrueck.de//english,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
421,Osnabrück-Oberhausen,Osnabrück,Oberhausen,"[8.04205, 52.276920000000004]","[6.852291, 51.470317]","[[8.04205, 52.276920000000004], [6.852291, 51.470317]]",https://www.osnabrueck.de//english,https://www.oberhausen-tourismus.de/en/index.php
422,Osnabrück-Bonn,Osnabrück,Bonn,"[8.04205, 52.276920000000004]","[7.099187, 50.734245]","[[8.04205, 52.276920000000004], [7.099187, 50.734245]]",https://www.osnabrueck.de//english,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
423,Osnabrück-Duisburg,Osnabrück,Duisburg,"[8.04205, 52.276920000000004]","[6.765477000000001, 51.433259]","[[8.04205, 52.276920000000004], [6.765477000000001, 51.433259]]",https://www.osnabrueck.de//english,https://www.duisburg.de/tourismus/index.php
424,Osnabrück-München,Osnabrück,München,"[8.04205, 52.276920000000004]","[11.575997000000001, 48.137683]","[[8.04205, 52.276920000000004], [11.575997000000001, 48.137683]]",https://www.osnabrueck.de//english,https://www.munich.travel/en
425,Osnabrück-Bochum,Osnabrück,Bochum,"[8.04205, 52.276920000000004]","[7.217177, 51.482699]","[[8.04205, 52.276920000000004], [7.217177, 51.482699]]",https://www.osnabrueck.de//english,https://www.bochum-tourismus.de/#c32169
426,Osnabrück-Solingen,Osnabrück,Solingen,"[8.04205, 52.276920000000004]","[7.085665, 51.171718]","[[8.04205, 52.276920000000004], [7.085665, 51.171718]]",https://www.osnabrueck.de//english,https://www.solingen.de/marketing/
427,Osnabrück-Nürnberg,Osnabrück,Nürnberg,"[8.04205, 52.276920000000004]","[11.075269, 49.450938]","[[8.04205, 52.276920000000004], [11.075269, 49.450938]]",https://www.osnabrueck.de//english,https://tourismus.nuernberg.de/en/
428,Osnabrück-Karlsruhe,Osnabrück,Karlsruhe,"[8.04205, 52.276920000000004]","[8.405282000000001, 49.009626000000004]","[[8.04205, 52.276920000000004], [8.405282000000001, 49.009626000000004]]",https://www.osnabrueck.de//english,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
429,Osnabrück-Wuppertal,Osnabrück,Wuppertal,"[8.04205, 52.276920000000004]","[7.195874000000001, 51.271288]","[[8.04205, 52.276920000000004], [7.195874000000001, 51.271288]]",https://www.osnabrueck.de//english,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
430,Osnabrück-Hagen,Osnabrück,Hagen,"[8.04205, 52.276920000000004]","[7.4674059999999995, 51.360171]","[[8.04205, 52.276920000000004], [7.4674059999999995, 51.360171]]",https://www.osnabrueck.de//english,https://hagenentdecken.de/
431,Osnabrück-Dortmund,Osnabrück,Dortmund,"[8.04205, 52.276920000000004]","[7.4641649999999995, 51.514171000000005]","[[8.04205, 52.276920000000004], [7.4641649999999995, 51.514171000000005]]",https://www.osnabrueck.de//english,https://visit.dortmund.de/en/
432,Osnabrück-Düsseldorf,Osnabrück,Düsseldorf,"[8.04205, 52.276920000000004]","[6.780067999999999, 51.22422]","[[8.04205, 52.276920000000004], [6.780067999999999, 51.22422]]",https://www.osnabrueck.de//english,https://www.duesseldorf-tourismus.de/en
433,Osnabrück-Essen,Osnabrück,Essen,"[8.04205, 52.276920000000004]","[7.012583, 51.455843]","[[8.04205, 52.276920000000004], [7.012583, 51.455843]]",https://www.osnabrueck.de//english,https://www.visitessen.de/startseite_14/Startseite.en.html
434,Osnabrück-Erlangen,Osnabrück,Erlangen,"[8.04205, 52.276920000000004]","[11.003274000000001, 49.595079999999996]","[[8.04205, 52.276920000000004], [11.003274000000001, 49.595079999999996]]",https://www.osnabrueck.de//english,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
435,Osnabrück-Leipzig,Osnabrück,Leipzig,"[8.04205, 52.276920000000004]","[12.377931, 51.338288]","[[8.04205, 52.276920000000004], [12.377931, 51.338288]]",https://www.osnabrueck.de//english,https://english.leipzig.de/
436,Osnabrück-Würzburg,Osnabrück,Würzburg,"[8.04205, 52.276920000000004]","[9.93725, 49.793929999999996]","[[8.04205, 52.276920000000004], [9.93725, 49.793929999999996]]",https://www.osnabrueck.de//english,https://www.wuerzburg.de/en/index.html
437,Osnabrück-Mannheim,Osnabrück,Mannheim,"[8.04205, 52.276920000000004]","[8.466275, 49.48778]","[[8.04205, 52.276920000000004], [8.466275, 49.48778]]",https://www.osnabrueck.de//english,https://www.visit-mannheim.de/en
438,Osnabrück-Ulm,Osnabrück,Ulm,"[8.04205, 52.276920000000004]","[9.990402, 48.398454]","[[8.04205, 52.276920000000004], [9.990402, 48.398454]]",https://www.osnabrueck.de//english,https://tourismus.ulm.de/en/
439,Osnabrück-Bamberg,Osnabrück,Bamberg,"[8.04205, 52.276920000000004]","[10.886786, 49.893387]","[[8.04205, 52.276920000000004], [10.886786, 49.893387]]",https://www.osnabrueck.de//english,https://en.bamberg.info/?setLanguage=en
440,Osnabrück-Darmstadt,Osnabrück,Darmstadt,"[8.04205, 52.276920000000004]","[8.653838, 49.872238]","[[8.04205, 52.276920000000004], [8.653838, 49.872238]]",https://www.osnabrueck.de//english,https://www.darmstadt-tourismus.de/en/visit.html
441,Osnabrück-Köln,Osnabrück,Köln,"[8.04205, 52.276920000000004]","[6.957068, 50.938107]","[[8.04205, 52.276920000000004], [6.957068, 50.938107]]",https://www.osnabrueck.de//english,https://www.cologne-tourism.com/
442,Osnabrück-Stuttgart,Osnabrück,Stuttgart,"[8.04205, 52.276920000000004]","[9.177734, 48.775816999999996]","[[8.04205, 52.276920000000004], [9.177734, 48.775816999999996]]",https://www.osnabrueck.de//english,https://www.stuttgart-tourist.de/en
443,Osnabrück-Heidelberg,Osnabrück,Heidelberg,"[8.04205, 52.276920000000004]","[8.702067, 49.408826]","[[8.04205, 52.276920000000004], [8.702067, 49.408826]]",https://www.osnabrueck.de//english,"https://www.heidelberg.de/hd,Len/300652.html"
444,Osnabrück-Erfurt,Osnabrück,Erfurt,"[8.04205, 52.276920000000004]","[11.027236, 50.977121999999994]","[[8.04205, 52.276920000000004], [11.027236, 50.977121999999994]]",https://www.osnabrueck.de//english,https://www.erfurt-tourismus.de/en/
445,Osnabrück-Berlin,Osnabrück,Berlin,"[8.04205, 52.276920000000004]","[13.405538, 52.517669999999995]","[[8.04205, 52.276920000000004], [13.405538, 52.517669999999995]]",https://www.osnabrueck.de//english,https://www.visitberlin.de/en
446,Osnabrück-Aachen,Osnabrück,Aachen,"[8.04205, 52.276920000000004]","[6.0838, 50.773516]","[[8.04205, 52.276920000000004], [6.0838, 50.773516]]",https://www.osnabrueck.de//english,https://www.aachen-tourismus.de/en/
447,Osnabrück-Hamburg,Osnabrück,Hamburg,"[8.04205, 52.276920000000004]","[9.99697, 53.550678000000005]","[[8.04205, 52.276920000000004], [9.99697, 53.550678000000005]]",https://www.osnabrueck.de//english,https://www.hamburg.com/useful-information/11900874/tourist-information/
448,Leipzig-Gelsenkirchen,Leipzig,Gelsenkirchen,"[12.377931, 51.338288]","[7.096064, 51.510892]","[[12.377931, 51.338288], [7.096064, 51.510892]]",https://english.leipzig.de/,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
449,Leipzig-Oberhausen,Leipzig,Oberhausen,"[12.377931, 51.338288]","[6.852291, 51.470317]","[[12.377931, 51.338288], [6.852291, 51.470317]]",https://english.leipzig.de/,https://www.oberhausen-tourismus.de/en/index.php
450,Leipzig-Bonn,Leipzig,Bonn,"[12.377931, 51.338288]","[7.099187, 50.734245]","[[12.377931, 51.338288], [7.099187, 50.734245]]",https://english.leipzig.de/,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
451,Leipzig-Duisburg,Leipzig,Duisburg,"[12.377931, 51.338288]","[6.765477000000001, 51.433259]","[[12.377931, 51.338288], [6.765477000000001, 51.433259]]",https://english.leipzig.de/,https://www.duisburg.de/tourismus/index.php
452,Leipzig-München,Leipzig,München,"[12.377931, 51.338288]","[11.575997000000001, 48.137683]","[[12.377931, 51.338288], [11.575997000000001, 48.137683]]",https://english.leipzig.de/,https://www.munich.travel/en
453,Leipzig-Bochum,Leipzig,Bochum,"[12.377931, 51.338288]","[7.217177, 51.482699]","[[12.377931, 51.338288], [7.217177, 51.482699]]",https://english.leipzig.de/,https://www.bochum-tourismus.de/#c32169
454,Leipzig-Solingen,Leipzig,Solingen,"[12.377931, 51.338288]","[7.085665, 51.171718]","[[12.377931, 51.338288], [7.085665, 51.171718]]",https://english.leipzig.de/,https://www.solingen.de/marketing/
455,Leipzig-Nürnberg,Leipzig,Nürnberg,"[12.377931, 51.338288]","[11.075269, 49.450938]","[[12.377931, 51.338288], [11.075269, 49.450938]]",https://english.leipzig.de/,https://tourismus.nuernberg.de/en/
456,Leipzig-Karlsruhe,Leipzig,Karlsruhe,"[12.377931, 51.338288]","[8.405282000000001, 49.009626000000004]","[[12.377931, 51.338288], [8.405282000000001, 49.009626000000004]]",https://english.leipzig.de/,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
457,Leipzig-Wuppertal,Leipzig,Wuppertal,"[12.377931, 51.338288]","[7.195874000000001, 51.271288]","[[12.377931, 51.338288], [7.195874000000001, 51.271288]]",https://english.leipzig.de/,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
458,Leipzig-Hagen,Leipzig,Hagen,"[12.377931, 51.338288]","[7.4674059999999995, 51.360171]","[[12.377931, 51.338288], [7.4674059999999995, 51.360171]]",https://english.leipzig.de/,https://hagenentdecken.de/
459,Leipzig-Dortmund,Leipzig,Dortmund,"[12.377931, 51.338288]","[7.4641649999999995, 51.514171000000005]","[[12.377931, 51.338288], [7.4641649999999995, 51.514171000000005]]",https://english.leipzig.de/,https://visit.dortmund.de/en/
460,Leipzig-Düsseldorf,Leipzig,Düsseldorf,"[12.377931, 51.338288]","[6.780067999999999, 51.22422]","[[12.377931, 51.338288], [6.780067999999999, 51.22422]]",https://english.leipzig.de/,https://www.duesseldorf-tourismus.de/en
461,Leipzig-Essen,Leipzig,Essen,"[12.377931, 51.338288]","[7.012583, 51.455843]","[[12.377931, 51.338288], [7.012583, 51.455843]]",https://english.leipzig.de/,https://www.visitessen.de/startseite_14/Startseite.en.html
462,Leipzig-Erlangen,Leipzig,Erlangen,"[12.377931, 51.338288]","[11.003274000000001, 49.595079999999996]","[[12.377931, 51.338288], [11.003274000000001, 49.595079999999996]]",https://english.leipzig.de/,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
463,Leipzig-Osnabrück,Leipzig,Osnabrück,"[12.377931, 51.338288]","[8.04205, 52.276920000000004]","[[12.377931, 51.338288], [8.04205, 52.276920000000004]]",https://english.leipzig.de/,https://www.osnabrueck.de//english
464,Leipzig-Würzburg,Leipzig,Würzburg,"[12.377931, 51.338288]","[9.93725, 49.793929999999996]","[[12.377931, 51.338288], [9.93725, 49.793929999999996]]",https://english.leipzig.de/,https://www.wuerzburg.de/en/index.html
465,Leipzig-Mannheim,Leipzig,Mannheim,"[12.377931, 51.338288]","[8.466275, 49.48778]","[[12.377931, 51.338288], [8.466275, 49.48778]]",https://english.leipzig.de/,https://www.visit-mannheim.de/en
466,Leipzig-Ulm,Leipzig,Ulm,"[12.377931, 51.338288]","[9.990402, 48.398454]","[[12.377931, 51.338288], [9.990402, 48.398454]]",https://english.leipzig.de/,https://tourismus.ulm.de/en/
467,Leipzig-Bamberg,Leipzig,Bamberg,"[12.377931, 51.338288]","[10.886786, 49.893387]","[[12.377931, 51.338288], [10.886786, 49.893387]]",https://english.leipzig.de/,https://en.bamberg.info/?setLanguage=en
468,Leipzig-Darmstadt,Leipzig,Darmstadt,"[12.377931, 51.338288]","[8.653838, 49.872238]","[[12.377931, 51.338288], [8.653838, 49.872238]]",https://english.leipzig.de/,https://www.darmstadt-tourismus.de/en/visit.html
469,Leipzig-Köln,Leipzig,Köln,"[12.377931, 51.338288]","[6.957068, 50.938107]","[[12.377931, 51.338288], [6.957068, 50.938107]]",https://english.leipzig.de/,https://www.cologne-tourism.com/
470,Leipzig-Stuttgart,Leipzig,Stuttgart,"[12.377931, 51.338288]","[9.177734, 48.775816999999996]","[[12.377931, 51.338288], [9.177734, 48.775816999999996]]",https://english.leipzig.de/,https://www.stuttgart-tourist.de/en
471,Leipzig-Heidelberg,Leipzig,Heidelberg,"[12.377931, 51.338288]","[8.702067, 49.408826]","[[12.377931, 51.338288], [8.702067, 49.408826]]",https://english.leipzig.de/,"https://www.heidelberg.de/hd,Len/300652.html"
472,Leipzig-Erfurt,Leipzig,Erfurt,"[12.377931, 51.338288]","[11.027236, 50.977121999999994]","[[12.377931, 51.338288], [11.027236, 50.977121999999994]]",https://english.leipzig.de/,https://www.erfurt-tourismus.de/en/
473,Leipzig-Berlin,Leipzig,Berlin,"[12.377931, 51.338288]","[13.405538, 52.517669999999995]","[[12.377931, 51.338288], [13.405538, 52.517669999999995]]",https://english.leipzig.de/,https://www.visitberlin.de/en
474,Leipzig-Aachen,Leipzig,Aachen,"[12.377931, 51.338288]","[6.0838, 50.773516]","[[12.377931, 51.338288], [6.0838, 50.773516]]",https://english.leipzig.de/,https://www.aachen-tourismus.de/en/
475,Leipzig-Hamburg,Leipzig,Hamburg,"[12.377931, 51.338288]","[9.99697, 53.550678000000005]","[[12.377931, 51.338288], [9.99697, 53.550678000000005]]",https://english.leipzig.de/,https://www.hamburg.com/useful-information/11900874/tourist-information/
476,Würzburg-Gelsenkirchen,Würzburg,Gelsenkirchen,"[9.93725, 49.793929999999996]","[7.096064, 51.510892]","[[9.93725, 49.793929999999996], [7.096064, 51.510892]]",https://www.wuerzburg.de/en/index.html,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
477,Würzburg-Oberhausen,Würzburg,Oberhausen,"[9.93725, 49.793929999999996]","[6.852291, 51.470317]","[[9.93725, 49.793929999999996], [6.852291, 51.470317]]",https://www.wuerzburg.de/en/index.html,https://www.oberhausen-tourismus.de/en/index.php
478,Würzburg-Bonn,Würzburg,Bonn,"[9.93725, 49.793929999999996]","[7.099187, 50.734245]","[[9.93725, 49.793929999999996], [7.099187, 50.734245]]",https://www.wuerzburg.de/en/index.html,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
479,Würzburg-Duisburg,Würzburg,Duisburg,"[9.93725, 49.793929999999996]","[6.765477000000001, 51.433259]","[[9.93725, 49.793929999999996], [6.765477000000001, 51.433259]]",https://www.wuerzburg.de/en/index.html,https://www.duisburg.de/tourismus/index.php
480,Würzburg-München,Würzburg,München,"[9.93725, 49.793929999999996]","[11.575997000000001, 48.137683]","[[9.93725, 49.793929999999996], [11.575997000000001, 48.137683]]",https://www.wuerzburg.de/en/index.html,https://www.munich.travel/en
481,Würzburg-Bochum,Würzburg,Bochum,"[9.93725, 49.793929999999996]","[7.217177, 51.482699]","[[9.93725, 49.793929999999996], [7.217177, 51.482699]]",https://www.wuerzburg.de/en/index.html,https://www.bochum-tourismus.de/#c32169
482,Würzburg-Solingen,Würzburg,Solingen,"[9.93725, 49.793929999999996]","[7.085665, 51.171718]","[[9.93725, 49.793929999999996], [7.085665, 51.171718]]",https://www.wuerzburg.de/en/index.html,https://www.solingen.de/marketing/
483,Würzburg-Nürnberg,Würzburg,Nürnberg,"[9.93725, 49.793929999999996]","[11.075269, 49.450938]","[[9.93725, 49.793929999999996], [11.075269, 49.450938]]",https://www.wuerzburg.de/en/index.html,https://tourismus.nuernberg.de/en/
484,Würzburg-Karlsruhe,Würzburg,Karlsruhe,"[9.93725, 49.793929999999996]","[8.405282000000001, 49.009626000000004]","[[9.93725, 49.793929999999996], [8.405282000000001, 49.009626000000004]]",https://www.wuerzburg.de/en/index.html,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
485,Würzburg-Wuppertal,Würzburg,Wuppertal,"[9.93725, 49.793929999999996]","[7.195874000000001, 51.271288]","[[9.93725, 49.793929999999996], [7.195874000000001, 51.271288]]",https://www.wuerzburg.de/en/index.html,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
486,Würzburg-Hagen,Würzburg,Hagen,"[9.93725, 49.793929999999996]","[7.4674059999999995, 51.360171]","[[9.93725, 49.793929999999996], [7.4674059999999995, 51.360171]]",https://www.wuerzburg.de/en/index.html,https://hagenentdecken.de/
487,Würzburg-Dortmund,Würzburg,Dortmund,"[9.93725, 49.793929999999996]","[7.4641649999999995, 51.514171000000005]","[[9.93725, 49.793929999999996], [7.4641649999999995, 51.514171000000005]]",https://www.wuerzburg.de/en/index.html,https://visit.dortmund.de/en/
488,Würzburg-Düsseldorf,Würzburg,Düsseldorf,"[9.93725, 49.793929999999996]","[6.780067999999999, 51.22422]","[[9.93725, 49.793929999999996], [6.780067999999999, 51.22422]]",https://www.wuerzburg.de/en/index.html,https://www.duesseldorf-tourismus.de/en
489,Würzburg-Essen,Würzburg,Essen,"[9.93725, 49.793929999999996]","[7.012583, 51.455843]","[[9.93725, 49.793929999999996], [7.012583, 51.455843]]",https://www.wuerzburg.de/en/index.html,https://www.visitessen.de/startseite_14/Startseite.en.html
490,Würzburg-Erlangen,Würzburg,Erlangen,"[9.93725, 49.793929999999996]","[11.003274000000001, 49.595079999999996]","[[9.93725, 49.793929999999996], [11.003274000000001, 49.595079999999996]]",https://www.wuerzburg.de/en/index.html,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
491,Würzburg-Osnabrück,Würzburg,Osnabrück,"[9.93725, 49.793929999999996]","[8.04205, 52.276920000000004]","[[9.93725, 49.793929999999996], [8.04205, 52.276920000000004]]",https://www.wuerzburg.de/en/index.html,https://www.osnabrueck.de//english
492,Würzburg-Leipzig,Würzburg,Leipzig,"[9.93725, 49.793929999999996]","[12.377931, 51.338288]","[[9.93725, 49.793929999999996], [12.377931, 51.338288]]",https://www.wuerzburg.de/en/index.html,https://english.leipzig.de/
493,Würzburg-Mannheim,Würzburg,Mannheim,"[9.93725, 49.793929999999996]","[8.466275, 49.48778]","[[9.93725, 49.793929999999996], [8.466275, 49.48778]]",https://www.wuerzburg.de/en/index.html,https://www.visit-mannheim.de/en
494,Würzburg-Ulm,Würzburg,Ulm,"[9.93725, 49.793929999999996]","[9.990402, 48.398454]","[[9.93725, 49.793929999999996], [9.990402, 48.398454]]",https://www.wuerzburg.de/en/index.html,https://tourismus.ulm.de/en/
495,Würzburg-Bamberg,Würzburg,Bamberg,"[9.93725, 49.793929999999996]","[10.886786, 49.893387]","[[9.93725, 49.793929999999996], [10.886786, 49.893387]]",https://www.wuerzburg.de/en/index.html,https://en.bamberg.info/?setLanguage=en
496,Würzburg-Darmstadt,Würzburg,Darmstadt,"[9.93725, 49.793929999999996]","[8.653838, 49.872238]","[[9.93725, 49.793929999999996], [8.653838, 49.872238]]",https://www.wuerzburg.de/en/index.html,https://www.darmstadt-tourismus.de/en/visit.html
497,Würzburg-Köln,Würzburg,Köln,"[9.93725, 49.793929999999996]","[6.957068, 50.938107]","[[9.93725, 49.793929999999996], [6.957068, 50.938107]]",https://www.wuerzburg.de/en/index.html,https://www.cologne-tourism.com/
498,Würzburg-Stuttgart,Würzburg,Stuttgart,"[9.93725, 49.793929999999996]","[9.177734, 48.775816999999996]","[[9.93725, 49.793929999999996], [9.177734, 48.775816999999996]]",https://www.wuerzburg.de/en/index.html,https://www.stuttgart-tourist.de/en
499,Würzburg-Heidelberg,Würzburg,Heidelberg,"[9.93725, 49.793929999999996]","[8.702067, 49.408826]","[[9.93725, 49.793929999999996], [8.702067, 49.408826]]",https://www.wuerzburg.de/en/index.html,"https://www.heidelberg.de/hd,Len/300652.html"
500,Würzburg-Erfurt,Würzburg,Erfurt,"[9.93725, 49.793929999999996]","[11.027236, 50.977121999999994]","[[9.93725, 49.793929999999996], [11.027236, 50.977121999999994]]",https://www.wuerzburg.de/en/index.html,https://www.erfurt-tourismus.de/en/
501,Würzburg-Berlin,Würzburg,Berlin,"[9.93725, 49.793929999999996]","[13.405538, 52.517669999999995]","[[9.93725, 49.793929999999996], [13.405538, 52.517669999999995]]",https://www.wuerzburg.de/en/index.html,https://www.visitberlin.de/en
502,Würzburg-Aachen,Würzburg,Aachen,"[9.93725, 49.793929999999996]","[6.0838, 50.773516]","[[9.93725, 49.793929999999996], [6.0838, 50.773516]]",https://www.wuerzburg.de/en/index.html,https://www.aachen-tourismus.de/en/
503,Würzburg-Hamburg,Würzburg,Hamburg,"[9.93725, 49.793929999999996]","[9.99697, 53.550678000000005]","[[9.93725, 49.793929999999996], [9.99697, 53.550678000000005]]",https://www.wuerzburg.de/en/index.html,https://www.hamburg.com/useful-information/11900874/tourist-information/
504,Mannheim-Gelsenkirchen,Mannheim,Gelsenkirchen,"[8.466275, 49.48778]","[7.096064, 51.510892]","[[8.466275, 49.48778], [7.096064, 51.510892]]",https://www.visit-mannheim.de/en,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
505,Mannheim-Oberhausen,Mannheim,Oberhausen,"[8.466275, 49.48778]","[6.852291, 51.470317]","[[8.466275, 49.48778], [6.852291, 51.470317]]",https://www.visit-mannheim.de/en,https://www.oberhausen-tourismus.de/en/index.php
506,Mannheim-Bonn,Mannheim,Bonn,"[8.466275, 49.48778]","[7.099187, 50.734245]","[[8.466275, 49.48778], [7.099187, 50.734245]]",https://www.visit-mannheim.de/en,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
507,Mannheim-Duisburg,Mannheim,Duisburg,"[8.466275, 49.48778]","[6.765477000000001, 51.433259]","[[8.466275, 49.48778], [6.765477000000001, 51.433259]]",https://www.visit-mannheim.de/en,https://www.duisburg.de/tourismus/index.php
